Time,Time Code,Country Name,Country Code,Net migration [SM.POP.NETM],"Population, total [SP.POP.TOTL]",GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL]
2012,YR2012,Myanmar,MMR,-528211,51413703,1017.014343,64.453,..
2012,YR2012,Namibia,NAM,-37034,2194777,4420.72686,59.387,..
2012,YR2012,Nauru,NRU,..,10136,4979.837786,..,..
2012,YR2012,Nepal,NPL,-2040239,26989160,790.9881496,68.426,..
2012,YR2012,Netherlands,NLD,62687,16754962,44242.97353,81.10487805,..
2012,YR2012,New Caledonia,NCL,3003,259000,..,77.07804878,..
2012,YR2012,New Zealand,NZL,90895,4408100,36521.49091,81.15609756,..
2012,YR2012,Nicaragua,NIC,-135020,5982530,1850.689151,72.951,..
2012,YR2012,Niger,NER,18911,17795209,464.1477367,58.79,..
2012,YR2012,Nigeria,NGA,-300000,167228803,2500.641181,51.786,..
2012,YR2012,Northern Mariana Islands,MNP,..,54306,15152.29636,..,..
2012,YR2012,Norway,NOR,221814,5018573,73178.78495,81.45121951,..
2012,YR2012,Oman,OMN,885782,3498031,20102.24051,76.149,..
2012,YR2012,Pakistan,PAK,-1079167,187280125,1262.299215,65.849,..
2012,YR2012,Palau,PLW,..,17635,14400.68922,..,..
2012,YR2012,Panama,PAN,28105,3770635,12079.54468,77.188,..
2012,YR2012,Papua New Guinea,PNG,-3999,7631003,2265.764413,62.604,..
2012,YR2012,Paraguay,PRY,-87130,6421510,4803.050296,73.068,..
2012,YR2012,Peru,PER,-624809,29506790,5748.590835,74.981,..
2012,YR2012,Philippines,PHL,-834619,97212639,2610.967768,70.149,..
2012,YR2012,Poland,POL,-320806,38063164,11519.68501,76.74634146,..
2012,YR2012,Portugal,PRT,-140000,10514844,18654.95753,80.37317073,..
2012,YR2012,Puerto Rico,PRI,-242701,3634488,29180.41213,78.84758537,..
2012,YR2012,Qatar,QAT,604852,2196078,63233.7087,79.399,..
2012,YR2012,Romania,ROU,-300001,20058035,8004.909206,74.41219512,..
2012,YR2012,Russian Federation,RUS,1800600,143201721,9475.682617,70.07219512,..
2012,YR2012,Rwanda,RWA,-108094,10549668,668.8285983,65.438,..
2012,YR2012,Samoa,WSM,-12189,189089,4011.843338,72.136,..
2012,YR2012,San Marino,SMR,..,32103,43872.99702,..,..
2012,YR2012,Sao Tome and Principe,STP,-8400,188394,1445.679781,68.306,..
2012,YR2012,Saudi Arabia,SAU,1722804,29154906,20249.7964,74.254,..
2012,YR2012,Senegal,SEN,-214002,13401990,1146.178064,65.448,..
2012,YR2012,Serbia,SRB,29559,7199077,5343.580053,74.83658537,..
2012,YR2012,Seychelles,SYC,-1000,88303,13701.05261,74.27560976,..
2012,YR2012,Sierra Leone,SLE,-21000,6712586,627.1159414,51.018,..
2012,YR2012,Singapore,SGP,317028,5312437,51680.29248,81.99512195,..
2012,YR2012,Sint Maarten (Dutch part),SXM,..,34640,35011.96658,73.05365854,..
2012,YR2012,Slovak Republic,SVK,11346,5407579,15066.89087,76.1097561,..
2012,YR2012,Slovenia,SVN,16571,2057159,20157.00525,80.12439024,..
2012,YR2012,Solomon Islands,SLB,-7998,556066,2177.561854,71.296,..
2012,YR2012,Somalia,SOM,-233405,12715487,..,54.713,..
2012,YR2012,South Africa,ZAF,919697,52832659,6231.620759,60.06,..
2012,YR2012,South Sudan,SSD,-100000,10113648,1137.12983,55.791,..
2012,YR2012,Spain,ESP,-520442,46773055,24635.17558,82.42682927,..
2012,YR2012,Sri Lanka,LKA,-484772,20425000,3462.936684,75.796,..
2012,YR2012,St. Kitts and Nevis,KNA,..,49881,16774.69875,..,..
2012,YR2012,St. Lucia,LCA,0,176654,10531.28845,75.138,..
2012,YR2012,St. Martin (French part),MAF,..,37012,..,78.87317073,..
2012,YR2012,St. Vincent and the Grenadines,VCT,-2934,108435,6809.514646,71.879,..
2012,YR2012,Sudan,SDN,-538145,36193781,2159.214844,63.542,..
2012,YR2012,Suriname,SUR,-5000,541247,9502.017794,70.851,..
2012,YR2012,Eswatini,SWZ,-41764,1079285,3513.376924,49.862,..
2012,YR2012,Sweden,SWE,253958,9519374,48885.54842,81.70487805,..
2012,YR2012,Switzerland,CHE,397267,7996861,82800.07408,82.69756098,..
2012,YR2012,Syrian Arab Republic,SYR,-5386986,20438861,1347.281482,70.55,..
2012,YR2012,Tajikistan,TJK,-136974,7874838,864.5429979,69.34,..
2012,YR2012,Tanzania,TZA,-250435,47053033,857.0877075,60.47,..
2012,YR2012,Thailand,THA,167314,67835969,5531.349019,74.992,..
2012,YR2012,Timor-Leste,TLS,-28030,1133002,1271.304649,67.72,..
2012,YR2012,Togo,TGO,-9994,6773807,519.3212231,58.661,..
2012,YR2012,Tonga,TON,-12992,102736,4108.384743,70.242,..
2012,YR2012,Trinidad and Tobago,TTO,-3999,1344814,18150.82433,72.382,..
2012,YR2012,Tunisia,TUN,-150000,10846993,3958.588591,75.376,..
2012,YR2012,Turkiye,TUR,1763078,74651046,9586.769088,75.373,..
2012,YR2012,Turkmenistan,TKM,-50002,5267906,5249.704149,67.167,..
2012,YR2012,Turks and Caicos Islands,TCA,..,34067,22609.73802,..,..
2012,YR2012,Tuvalu,TUV,..,10744,2973.728801,..,..
2012,YR2012,Uganda,UGA,-299994,34558700,818.307499,59.017,..
2012,YR2012,Ukraine,UKR,132154,45593342,2459.756836,70.94414634,..
2012,YR2012,United Arab Emirates,ARE,270000,9141598,33996.52812,76.711,..
2012,YR2012,United Kingdom,GBR,1300231,63700215,43099.59735,80.90487805,..
2012,YR2012,United States,USA,4961716,313877662,54213.45955,78.74146341,..
2012,YR2012,Uruguay,URY,-30000,3378975,14541.03267,77.004,..
2012,YR2012,Uzbekistan,UZB,-66469,29774500,2354.593655,70.155,..
2012,YR2012,Vanuatu,VUT,1785,249505,2816.766696,69.421,..
2012,YR2012,"Venezuela, RB",VEN,-431040,29360827,..,73.037,..
2012,YR2012,Vietnam,VNM,-399999,89801926,2216.944128,74.958,..
2012,YR2012,Virgin Islands (U.S.),VIR,-4501,108188,36938.16821,78.51707317,..
2012,YR2012,West Bank and Gaza,PSE,-157065,3979998,3237.9162,73.041,..
2012,YR2012,"Yemen, Rep.",YEM,-75010,24473176,2302.115379,65.92,..
2012,YR2012,Zambia,ZMB,-50000,14465148,1297.762597,58.502,..
2012,YR2012,Zimbabwe,ZWE,-622997,13115149,1432.305854,55.032,..
2017,YR2017,Afghanistan,AFG,-314602,36296111,553.3550517,64.13,0.389
2017,YR2017,Albania,ALB,-69998,2873457,4249.803734,78.333,0.621
2017,YR2017,Algeria,DZA,-50002,41389174,4192.337692,76.499,0.523
2017,YR2017,American Samoa,ASM,..,55617,11066.06017,..,..
2017,YR2017,Andorra,AND,..,76997,37707.83324,..,..
2017,YR2017,Angola,AGO,32066,29816769,2845.43167,60.379,0.361
2017,YR2017,Antigua and Barbuda,ATG,0,95425,15242.37307,76.752,..
2017,YR2017,Argentina,ARG,24000,44044811,13595.03736,76.372,0.611
2017,YR2017,Armenia,ARM,-24989,2944789,3860.218058,74.797,0.572
2017,YR2017,Aruba,ABW,1004,105361,30293.35154,76.01,..
2017,YR2017,Australia,AUS,791229,24601860,57695.57126,82.5,0.803
2017,YR2017,Austria,AUT,324998,8797566,45281.7234,81.64390244,0.793
2017,YR2017,Azerbaijan,AZE,6002,9854033,5229.526141,72.693,0.597
2017,YR2017,"Bahamas, The",BHS,4999,381749,31745.64503,73.554,..
2017,YR2017,Bahrain,BHR,239000,1494077,22445.45256,77.032,0.668
2017,YR2017,Bangladesh,BGD,-1847503,159685421,1394.781379,72.052,0.479
2017,YR2017,Barbados,BRB,-397,286229,17002.0271,78.981,..
2017,YR2017,Belarus,BLR,43648,9458989,5964.892944,74.12926829,..
2017,YR2017,Belgium,BEL,240000,11375158,41825.76283,81.49268293,0.757
2017,YR2017,Belize,BLZ,6000,375775,4705.096594,74.365,..
2017,YR2017,Benin,BEN,-10000,11175192,1112.817094,61.174,0.406
2017,YR2017,Bermuda,BMU,..,63873,107237.0318,81.44195122,..
2017,YR2017,Bhutan,BTN,1600,745563,3040.937003,71.129,..
2017,YR2017,Bolivia,BOL,-47520,11192853,3203.004439,70.945,..
2017,YR2017,Bosnia and Herzegovina,BIH,-107926,3351534,5150.2733,77.128,0.618
2017,YR2017,Botswana,BWA,14999,2205076,6855.160311,68.812,0.424
2017,YR2017,Brazil,BRA,106000,207833825,8498.293906,75.456,0.56
2017,YR2017,British Virgin Islands,VGB,..,29567,..,..,..
2017,YR2017,Brunei Darussalam,BRN,0,424481,30101.5288,75.585,..
2017,YR2017,Bulgaria,BGR,-24001,7075947,7599.124957,74.81463415,0.676
2017,YR2017,Burkina Faso,BFA,-125000,19193236,693.7264393,60.768,0.369
2017,YR2017,Burundi,BDI,10003,10827010,286.395459,60.898,0.38
2017,YR2017,Cabo Verde,CPV,-6709,537499,3225.751753,72.57,..
2017,YR2017,Cambodia,KHM,-149999,16009413,1289.985814,69.289,0.493
2017,YR2017,Cameroon,CMR,-24000,24566070,1419.176134,58.511,0.394
2017,YR2017,Canada,CAN,1210159,36545236,44325.48834,81.9,0.799
2017,YR2017,Cayman Islands,CYM,..,63382,79133.80017,..,..
2017,YR2017,Central African Republic,CAF,-200000,4596023,404.0024591,52.24,..
2017,YR2017,Chad,TCD,10000,15016761,663.1647294,53.712,0.293
2017,YR2017,Channel Islands,CHI,6754,168666,..,82.766,..
2017,YR2017,Chile,CHL,558539,18470435,13540.43867,79.909,0.674
2017,YR2017,China,CHN,-1741996,1396215000,9053.212733,76.47,0.673
2017,YR2017,Colombia,COL,1023981,48909844,6208.98702,76.925,0.593
2017,YR2017,Comoros,COM,-10000,813890,1273.134448,63.912,0.409
2017,YR2017,"Congo, Dem. Rep.",COD,119303,81398765,494.7812485,60.026,0.369
2017,YR2017,"Congo, Rep.",COG,-20000,5110701,1984.698528,63.954,0.42
2017,YR2017,Costa Rica,CRI,21000,4949955,12375.92373,79.914,0.619
2017,YR2017,Cote d'Ivoire,CIV,-40000,24437475,2157.245195,57.017,0.353
2017,YR2017,Croatia,HRV,-40004,4124531,13021.67166,77.82682927,0.723
2017,YR2017,Cuba,CUB,-72000,11339255,7863.394684,78.662,..
2017,YR2017,Curacao,CUW,2573,160175,18504.30567,78.01707317,..
2017,YR2017,Cyprus,CYP,25000,1179685,26013.83203,80.672,0.751
2017,YR2017,Czechia,CZE,110057,10594438,19139.23988,78.97804878,0.782
2017,YR2017,Denmark,DNK,75998,5764980,55735.7649,81.10243902,0.774
2017,YR2017,Djibouti,DJI,4501,944100,2901.009782,65.893,..
2017,YR2017,Dominica,DMA,..,71460,7261.413416,..,..
2017,YR2017,Dominican Republic,DOM,-150000,10513111,7556.85365,73.689,0.492
2017,YR2017,Ecuador,ECU,182000,16785356,5981.132618,76.584,0.602
2017,YR2017,"Egypt, Arab Rep.",EGY,-190164,96442590,3712.603654,71.656,0.486
2017,YR2017,El Salvador,SLV,-202694,6388124,3846.973934,72.872,0.501
2017,YR2017,Equatorial Guinea,GNQ,79998,1262008,8986.951005,58.061,..
2017,YR2017,Eritrea,ERI,-199290,..,..,65.538,..
2017,YR2017,Estonia,EST,19555,1317384,18962.4103,78.09268293,0.747
2017,YR2017,Ethiopia,ETH,150002,106399926,727.8440543,65.872,0.385
2017,YR2017,Faroe Islands,FRO,..,48326,..,82.29268293,..
2017,YR2017,Fiji,FJI,-31008,877460,5759.658637,67.252,..
2017,YR2017,Finland,FIN,70000,5508214,45173.62941,81.63170732,0.814
2017,YR2017,France,FRA,182636,66918020,37694.0833,82.57560976,0.765
2017,YR2017,French Polynesia,PYF,-5000,276108,20580.14268,77.251,..
2017,YR2017,Gabon,GAB,16301,2064812,7145.117564,65.839,0.453
2017,YR2017,"Gambia, The",GMB,-15436,2213900,665.2132215,61.44,0.397
2017,YR2017,Georgia,GEO,-50000,3728004,4327.727585,73.414,0.614
2017,YR2017,Germany,DEU,2719112,82657002,42639.55441,80.99268293,0.795
2017,YR2017,Ghana,GHA,-50000,29121464,1896.366732,63.463,0.439
2017,YR2017,Gibraltar,GIB,..,33723,..,..,..
2017,YR2017,Greece,GRC,-80000,10754679,18304.30768,81.28780488,0.681
2017,YR2017,Greenland,GRL,..,56171,46598.8233,71.5797561,..
2017,YR2017,Grenada,GRD,-1000,110874,9742.603661,72.388,..
2017,YR2017,Guam,GUM,-2532,164281,35678.2833,79.631,..
2017,YR2017,Guatemala,GTM,-46073,16087418,4091.268,73.81,0.46
2017,YR2017,Guinea,GIN,-20000,12067516,890.7886767,60.706,0.374
2017,YR2017,Guinea-Bissau,GNB,-6996,1828146,645.3590865,57.673,..
2017,YR2017,Guyana,GUY,-30001,775218,5945.068732,69.624,0.495
2017,YR2017,Haiti,HTI,-175000,10982367,1409.632537,63.29,0.446
2017,YR2017,Honduras,HND,-34000,9429016,2423.592266,74.898,0.49
2017,YR2017,"Hong Kong SAR, China",HKG,146542,7393200,44380.53494,84.6804878,0.822
2017,YR2017,Hungary,HUN,29999,9787966,13630.68824,75.81707317,0.703
2017,YR2017,Iceland,ISL,1900,343400,56501.45768,82.66097561,0.74
2017,YR2017,India,IND,-2663434,1338676779,1816.730876,69.165,0.44
2017,YR2017,Indonesia,IDN,-494777,264650969,3589.715543,71.282,0.535
2017,YR2017,"Iran, Islamic Rep.",IRN,-274998,80673888,5657.970081,76.271,0.591
2017,YR2017,Iraq,IRQ,39171,37552789,4961.404508,70.294,0.398
2017,YR2017,Ireland,IRL,118020,4807388,67424.22856,82.15609756,0.806
2017,YR2017,Isle of Man,IMN,..,83610,94883.28848,..,..
2017,YR2017,Israel,ISR,50002,8713300,37550.72769,82.55121951,0.763
2017,YR2017,Italy,ITA,744713,60536709,31244.2271,82.94634146,0.769
2017,YR2017,Jamaica,JAM,-56658,2920848,4973.724172,74.267,0.544
2017,YR2017,Japan,JPN,357800,126972000,35861.97285,84.0997561,0.844
2017,YR2017,Jordan,JOR,51099,9785840,4105.720951,74.292,0.562
2017,YR2017,Kazakhstan,KAZ,-90000,18037776,10758.52088,72.95,0.746
2017,YR2017,Kenya,KEN,-50000,50221146,1510.908072,65.909,0.518
2017,YR2017,Kiribati,KIR,-3999,114153,1481.0131,67.851,0.479
2017,YR2017,"Korea, Dem. People's Rep.",PRK,-27013,25429816,..,71.91,..
2017,YR2017,"Korea, Rep.",KOR,58657,51361911,30307.39524,82.62682927,0.845
2017,YR2017,Kosovo,XKX,..,1791003,3890.196168,72.29512195,0.56
2017,YR2017,Kuwait,KWT,197600,4056102,27702.18785,75.311,0.576
2017,YR2017,Kyrgyz Republic,KGZ,-20000,6198200,1177.438736,71.2,0.58
2017,YR2017,Lao PDR,LAO,-73518,6953031,2373.597379,67.277,0.452
2017,YR2017,Latvia,LVA,-74186,1942248,14845.2772,74.62926829,0.724
2017,YR2017,Lebanon,LBN,-150060,6819373,7502.654499,78.833,0.538
2017,YR2017,Lesotho,LSO,-50234,2091532,1132.009269,52.947,0.371
2017,YR2017,Liberia,LBR,-25000,4702224,692.2030424,63.295,0.319
2017,YR2017,Libya,LBY,-9997,6580723,9662.282186,72.52,..
2017,YR2017,Liechtenstein,LIE,..,37805,..,83.74634146,..
2017,YR2017,Lithuania,LTU,-163902,2828403,15661.99625,75.4804878,0.712
2017,YR2017,Luxembourg,LUX,48704,596336,107142.1276,82.09512195,0.692
2017,YR2017,"Macao SAR, China",MAC,25000,622578,79040.38767,83.989,0.759
2017,YR2017,North Macedonia,MKD,-4999,2074502,5043.692248,75.95365854,0.534
2017,YR2017,Madagascar,MDG,-7500,25570511,478.6106571,66.311,0.374
2017,YR2017,Malawi,MWI,-80263,17670193,384.4207507,63.279,0.407
2017,YR2017,Malaysia,MYS,249999,31104655,10707.7483,75.828,0.622
2017,YR2017,Maldives,MDV,56851,496398,9437.906316,78.325,..
2017,YR2017,Mali,MLI,-200000,18512429,789.0726308,58.452,0.317
2017,YR2017,Malta,MLT,4501,467999,27215.60348,82.34634146,0.701
2017,YR2017,Marshall Islands,MHL,..,58053,3312.175081,..,..
2017,YR2017,Mauritania,MRT,25002,4282582,1549.577901,64.464,0.353
2017,YR2017,Mauritius,MUS,0,1264613,9966.769666,74.51463415,0.626
2017,YR2017,Mexico,MEX,-300000,124777326,9842.400712,74.947,0.607
2017,YR2017,"Micronesia, Fed. Sts.",FSM,-2999,111461,2941.873325,67.618,..
2017,YR2017,Moldova,MDA,-6935,2755158,3072.800995,71.717,0.58
2017,YR2017,Monaco,MCO,..,38392,162819.3849,..,..
2017,YR2017,Mongolia,MNG,-4262,3113788,4000.83782,69.509,0.626
2017,YR2017,Montenegro,MNE,-2400,622373,7023.430513,76.48536585,0.615
2017,YR2017,Morocco,MAR,-257096,35581257,2950.212158,76.218,0.5
2017,YR2017,Mozambique,MOZ,-25000,28649007,599.6919121,59.309,0.361
2017,YR2017,Myanmar,MMR,-816564,53382521,1380.152799,66.558,0.473
2017,YR2017,Namibia,NAM,-24030,2402623,4670.94927,63.021,0.435
2017,YR2017,Nauru,NRU,..,10577,7986.1427,..,..
2017,YR2017,Nepal,NPL,208549,27632682,964.8977952,70.169,0.49
2017,YR2017,Netherlands,NLD,80000,17131296,46997.34545,81.76097561,0.8
2017,YR2017,New Caledonia,NCL,2510,270000,..,77.53902439,..
2017,YR2017,New Zealand,NZL,74403,4813600,39759.15065,81.65853659,0.767
2017,YR2017,Nicaragua,NIC,-106360,6384843,2185.888709,74.068,0.531
2017,YR2017,Niger,NER,20001,21602388,497.7198853,61.599,0.316
2017,YR2017,Nigeria,NGA,-300000,190873247,2529.385248,53.95,0.342
2017,YR2017,Northern Mariana Islands,MNP,..,56553,25609.23007,..,..
2017,YR2017,Norway,NOR,140000,5276968,75610.64948,82.6097561,0.771
2017,YR2017,Oman,OMN,437000,4665926,17774.45186,77.393,0.622
2017,YR2017,Pakistan,PAK,-1166895,207906210,1434.130336,66.947,0.389
2017,YR2017,Palau,PLW,..,17809,15218.25561,..,..
2017,YR2017,Panama,PAN,56000,4106764,14596.74109,78.149,0.532
2017,YR2017,Papua New Guinea,PNG,-3999,8438038,2811.797465,64.01,0.384
2017,YR2017,Paraguay,PRY,-82780,6867058,5762.732645,73.992,0.533
2017,YR2017,Peru,PER,495345,31444299,6432.924329,76.286,0.586
2017,YR2017,Philippines,PHL,-335758,105172921,3338.441533,70.952,0.548
2017,YR2017,Poland,POL,-146976,37974826,13604.54047,77.75365854,0.747
2017,YR2017,Portugal,PRT,-30001,10300300,20441.4858,81.42439024,0.776
2017,YR2017,Puerto Rico,PRI,-489932,3325286,29809.2177,79.63453659,..
2017,YR2017,Qatar,QAT,200000,2724727,60262.7461,79.981,0.615
2017,YR2017,Romania,ROU,-369997,19588715,10195.07473,75.3097561,0.601
2017,YR2017,Russian Federation,RUS,912279,144496739,9473.179688,72.45146341,0.729
2017,YR2017,Rwanda,RWA,-44998,11980960,785.3392555,68.341,0.374
2017,YR2017,Samoa,WSM,-14013,195358,4408.585754,73.046,..
2017,YR2017,San Marino,SMR,..,33671,43254.51852,..,..
2017,YR2017,Sao Tome and Principe,STP,-8401,207086,1651.012017,69.933,..
2017,YR2017,Saudi Arabia,SAU,674895,33101183,19946.95296,74.874,0.585
2017,YR2017,Senegal,SEN,-100001,15419354,1316.844688,67.38,0.418
2017,YR2017,Serbia,SRB,20000,7020858,5959.522673,75.53902439,0.755
2017,YR2017,Seychelles,SYC,-1000,95843,16267.17142,74.3,0.678
2017,YR2017,Sierra Leone,SLE,-21000,7488427,622.5303183,53.895,0.351
2017,YR2017,Singapore,SGP,135142,5612253,59484.68546,83.09512195,0.884
2017,YR2017,Sint Maarten (Dutch part),SXM,..,40574,29237.84609,..,..
2017,YR2017,Slovak Republic,SVK,7423,5439232,17105.66565,77.16585366,0.694
2017,YR2017,Slovenia,SVN,9999,2066388,22563.75894,81.02926829,0.788
2017,YR2017,Solomon Islands,SLB,-7998,636030,2292.090891,72.645,0.443
2017,YR2017,Somalia,SOM,-200002,14589165,406.4272313,56.709,..
2017,YR2017,South Africa,ZAF,727026,57009751,6192.8924,63.538,0.406
2017,YR2017,South Sudan,SSD,-870998,10910774,..,57.365,0.302
2017,YR2017,Spain,ESP,200000,46593236,27224.39803,83.28292683,0.743
2017,YR2017,Sri Lanka,LKA,-489932,21444000,4067.993065,76.648,0.584
2017,YR2017,St. Kitts and Nevis,KNA,..,52036,19317.78736,..,..
2017,YR2017,St. Lucia,LCA,0,180955,10718.85998,75.907,..
2017,YR2017,St. Martin (French part),MAF,..,36569,..,79.62195122,..
2017,YR2017,St. Vincent and the Grenadines,VCT,-1000,109826,7583.527573,72.3,..
2017,YR2017,Sudan,SDN,-250001,40813398,2169.772217,64.881,0.379
2017,YR2017,Suriname,SUR,-4999,570501,8677.782174,71.463,..
2017,YR2017,Eswatini,SWZ,-41764,1124808,3724.761904,58.319,0.409
2017,YR2017,Sweden,SWE,200000,10057698,52576.81028,82.4097561,0.8
2017,YR2017,Switzerland,CHE,259999,8451840,86119.14537,83.55121951,0.767
2017,YR2017,Syrian Arab Republic,SYR,-2136954,17095669,965.6764752,70.967,..
2017,YR2017,Tajikistan,TJK,-99999,8880270,1066.398302,70.647,0.533
2017,YR2017,Tanzania,TZA,-200381,54660345,1018.989685,64.479,0.4
2017,YR2017,Thailand,THA,97222,69209817,6247.992078,76.683,0.604
2017,YR2017,Timor-Leste,TLS,-26924,1243260,1285.139874,69.007,0.434
2017,YR2017,Togo,TGO,-9999,7698476,598.1914231,60.489,0.413
2017,YR2017,Tonga,TON,-3999,102002,4717.507547,70.701,0.512
2017,YR2017,Trinidad and Tobago,TTO,-3999,1384060,16594.14638,73.245,0.613
2017,YR2017,Tunisia,TUN,-20000,11433438,4139.404153,76.31,0.508
2017,YR2017,Turkiye,TUR,1419610,81116451,11835.26111,77.161,0.626
2017,YR2017,Turkmenistan,TKM,-25001,5757667,7032.457913,67.956,..
2017,YR2017,Turks and Caicos Islands,TCA,..,37116,26544.36071,..,..
2017,YR2017,Tuvalu,TUV,..,11365,3483.493004,..,0.554
2017,YR2017,Uganda,UGA,843469,41166588,850.1621977,62.516,0.382
2017,YR2017,Ukraine,UKR,50001,44831135,2246.738525,71.78097561,0.647
2017,YR2017,United Arab Emirates,ARE,200000,9487206,39798.50913,77.647,0.659
2017,YR2017,United Kingdom,GBR,1303250,66058859,46746.64189,81.25609756,0.781
2017,YR2017,United States,USA,4774029,325122128,58215.41163,78.53902439,0.762
2017,YR2017,Uruguay,URY,-15000,3436645,16020.3805,77.632,0.6
2017,YR2017,Uzbekistan,UZB,-44314,32388600,2943.099222,71.388,..
2017,YR2017,Vanuatu,VUT,600,285499,2849.263512,70.172,0.471
2017,YR2017,"Venezuela, RB",VEN,-3266243,29402480,..,72.246,..
2017,YR2017,Vietnam,VNM,-399999,94600643,2885.591736,75.241,0.666
2017,YR2017,Virgin Islands (U.S.),VIR,-2254,107281,34435.49445,79.36829268,..
2017,YR2017,West Bank and Gaza,PSE,-52816,4454805,3462.979861,73.74,0.554
2017,YR2017,"Yemen, Rep.",YEM,-150000,27834811,1311.824665,66.086,0.369
2017,YR2017,Zambia,ZMB,-40000,16853608,1354.407115,63.043,0.396
2017,YR2017,Zimbabwe,ZWE,-584288,14236599,1479.376056,60.812,0.441
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 09/16/2022,,,,,,,,
